column_name
supplier_tin
client_tin
ebm_id
doc_no
inc_doc_no
tp_start_date
tp_end_date
tp_due_date
inv_no
inv_date
inv_cancel_status
inv_canceled_no
inv_cancel_date
inv_claimed_flag
inv_tax_period_no
inv_tot_amnt
inv_vat_amnt
inv_taxbl_amnt
inv_taxbl_amnt_pctg
inv_exempt_amnt
inv_zero_amnt
inv_non_vat_amnt
inv_exempt_flag
inv_zero_rate_flag
inv_non_vat_flag
inv_vat_flag
valid_client_flag
inv_month
invoice_day_of_week
invoice_hour
invoice_day_of_month
invoice_day_of_year
inv_tax_period
inv_tax_period_month
inv_tax_period_quarter
inv_tax_period_other
inv_in_last_5d_flag
inv_canceled_flag
inv_cancel_days
inv_cancel_within_1hr_flag
inv_cancel_last_5d_flag
inv_in_last_5d_amnt
inv_round_1000_flag
inv_vat_registered_flag
vat_non_filer_flag
income_non_filer_flag
inv_day
m_working_days
m_working_days_pctg
q_working_days
q_working_days_pctg
tax_payer_no
province_no
district_no
sector_no
tax_centre_no
lang_no
taxpayer_size
active_status_flag
is_resident_flag
bus_reg_date
bus_close_date
bus_update_date
is_main_enterprise_flag
tot_num_accounts
num_active_accounts
ever_vat_reg_flag
active_vat_reg_flag
ever_income_reg_flag
active_income_reg_flag
bus_age_days
days_before_bus_close
days_before_bus_update
ebm_reg_date
ebm_update_date
ebm_last_conn_dt
ebm_status
ebm_active_flag
ebm_age_days
days_since_last_update
ebm_type_online
ebm_type_mobile
ebm_type_computer
ebm_tot_devices
ebm_avg_device_age
ebm_max_device_age
taxp_sales_client_count
taxp_sales_inv_count
taxp_sales_ebm_dvc_count
taxp_sales_inv_amnt_sum
taxp_sales_inv_amnt_avg
taxp_sales_inv_amnt_min
taxp_sales_inv_amnt_max
taxp_sales_inv_amnt_median
taxp_sales_inv_amnt_std
taxp_sales_inv_vat_amnt_sum
taxp_sales_inv_taxbl_amnt_sum
taxp_sales_inv_exempt_amnt_sum
taxp_sales_inv_zero_amnt_sum
taxp_sales_inv_non_vat_amnt_sum
taxp_sales_inv_in_last_5d_amnt_sum
taxp_sales_inv_exempted_pctg
taxp_sales_inv_zero_rate_pctg
taxp_sales_inv_non_vat_pctg
taxp_sales_inv_vat_pctg
taxp_sales_inv_in_last_5d_pctg
taxp_sales_inv_round_1000_pctg
avg_client_sales_amnt_by_taxp
vat_tp_sales_client_count
vat_tp_sales_inv_count
vat_tp_sales_ebm_dvc_count
vat_tp_sales_inv_amnt_sum
vat_tp_sales_inv_amnt_avg
vat_tp_sales_inv_amnt_min
vat_tp_sales_inv_amnt_max
vat_tp_sales_inv_amnt_median
vat_tp_sales_inv_amnt_std
vat_tp_sales_inv_vat_amnt_sum
vat_tp_sales_inv_taxbl_amnt_sum
vat_tp_sales_inv_exempt_amnt_sum
vat_tp_sales_inv_zero_amnt_sum
vat_tp_sales_inv_non_vat_amnt_sum
vat_tp_sales_inv_in_last_5d_amnt_sum
vat_tp_sales_inv_exempted_pctg
vat_tp_sales_inv_zero_rate_pctg
vat_tp_sales_inv_non_vat_pctg
vat_tp_sales_inv_vat_pctg
vat_tp_sales_inv_in_last_5d_pctg
vat_tp_sales_inv_round_1000_pctg
avg_client_sales_amnt_by_income_tp
income_tp_client_count
income_tp_inv_count
income_tp_ebm_dvc_count
income_tp_inv_amnt_sum
income_tp_inv_amnt_avg
income_tp_inv_amnt_min
income_tp_inv_amnt_max
income_tp_inv_amnt_median
income_tp_inv_amnt_std
income_tp_inv_vat_amnt_sum
income_tp_inv_taxbl_amnt_sum
income_tp_inv_exempt_amnt_sum
income_tp_inv_zero_amnt_sum
income_tp_inv_non_vat_amnt_sum
income_tp_inv_in_last_5d_amnt_sum
income_tp_inv_exempted_pctg
income_tp_inv_zero_rate_pctg
income_tp_inv_non_vat_pctg
income_tp_inv_vat_pctg
income_tp_inv_in_last_5d_pctg
income_tp_inv_round_1000_pctg
