column_name
avg_client_sales_amnt_by_vat_tp
taxp_sales_inv_cancel_count
taxp_sales_inv_cancel_last_5d_pctg
taxp_sales_inv_cancel_1hr_pctg
taxp_sales_inv_cancel_days_avg
taxp_sales_inv_canceled_amnt_sum
taxp_sales_inv_canceled_amnt_avg
taxp_sales_inv_canceled_amnt_std
taxp_sales_inv_canceled_amnt_max
taxp_sales_inv_canceled_amnt_min
taxp_sales_inv_canceled_vat_sum
taxp_sales_inv_canceled_vat_avg
taxp_sales_inv_canceled_vat_std
taxp_sales_inv_canceled_vat_max
taxp_sales_inv_canceled_vat_min
avg_client_canceled_sales_amnt_by_taxp
vat_tp_sales_inv_cancel_count
vat_tp_sales_inv_cancel_last_5d_pctg
vat_tp_sales_inv_cancel_1hr_pctg
vat_tp_sales_inv_cancel_days_avg
vat_tp_sales_inv_canceled_amnt_sum
vat_tp_sales_inv_canceled_amnt_avg
vat_tp_sales_inv_canceled_amnt_std
vat_tp_sales_inv_canceled_amnt_max
vat_tp_sales_inv_canceled_amnt_min
vat_tp_sales_inv_canceled_vat_sum
vat_tp_sales_inv_canceled_vat_avg
vat_tp_sales_inv_canceled_vat_std
vat_tp_sales_inv_canceled_vat_max
vat_tp_sales_inv_canceled_vat_min
avg_client_canceled_sales_amnt_by_vat_tp
income_tp_inv_cancel_count
income_tp_inv_cancel_last_5d_pctg
income_tp_inv_cancel_1hr_pctg
income_tp_inv_cancel_days_avg
income_tp_inv_canceled_amnt_sum
income_tp_inv_canceled_amnt_avg
income_tp_inv_canceled_amnt_std
income_tp_inv_canceled_amnt_max
income_tp_inv_canceled_amnt_min
income_tp_inv_canceled_vat_sum
income_tp_inv_canceled_vat_avg
income_tp_inv_canceled_vat_std
income_tp_inv_canceled_vat_max
income_tp_inv_canceled_vat_min
avg_client_canceled_sales_amnt_by_income_tp
taxp_purch_supplier_count
taxp_purch_inv_count
taxp_purch_ebm_dvc_count
taxp_purch_inv_amnt_sum
taxp_purch_inv_amnt_avg
taxp_purch_inv_amnt_min
taxp_purch_inv_amnt_max
taxp_purch_inv_amnt_median
taxp_purch_inv_amnt_std
taxp_purch_inv_vat_amnt_sum
taxp_purch_inv_taxbl_amnt_sum
taxp_purch_inv_exempt_amnt_sum
taxp_purch_inv_zero_amnt_sum
taxp_purch_inv_non_vat_amnt_sum
taxp_purch_inv_in_last_5d_amnt_sum
taxp_purch_inv_exempted_pctg
taxp_purch_inv_zero_rate_pctg
taxp_purch_inv_non_vat_pctg
taxp_purch_inv_vat_pctg
taxp_purch_inv_in_last_5d_pctg
taxp_purch_inv_round_1000_pctg
vat_tp_purch_supplier_count
vat_tp_purch_inv_count
vat_tp_purch_ebm_dvc_count
vat_tp_purch_inv_amnt_sum
vat_tp_purch_inv_amnt_avg
vat_tp_purch_inv_amnt_min
vat_tp_purch_inv_amnt_max
vat_tp_purch_inv_amnt_median
vat_tp_purch_inv_amnt_std
vat_tp_purch_inv_vat_amnt_sum
vat_tp_purch_inv_taxbl_amnt_sum
vat_tp_purch_inv_exempt_amnt_sum
vat_tp_purch_inv_zero_amnt_sum
vat_tp_purch_inv_non_vat_amnt_sum
vat_tp_purch_inv_in_last_5d_amnt_sum
vat_tp_purch_inv_exempted_pctg
vat_tp_purch_inv_zero_rate_pctg
vat_tp_purch_inv_non_vat_pctg
vat_tp_purch_inv_vat_pctg
vat_tp_purch_inv_in_last_5d_pctg
vat_tp_purch_inv_round_1000_pctg
income_tp_purch_supplier_count
income_tp_purch_inv_count
income_tp_purch_ebm_dvc_count
income_tp_purch_inv_amnt_sum
income_tp_purch_inv_amnt_avg
income_tp_purch_inv_amnt_min
income_tp_purch_inv_amnt_max
income_tp_purch_inv_amnt_median
income_tp_purch_inv_amnt_std
income_tp_purch_inv_vat_amnt_sum
income_tp_purch_inv_taxbl_amnt_sum
income_tp_purch_inv_exempt_amnt_sum
income_tp_purch_inv_zero_amnt_sum
income_tp_purch_inv_non_vat_amnt_sum
income_tp_purch_inv_in_last_5d_amnt_sum
income_tp_purch_inv_exempted_pctg
income_tp_purch_inv_zero_rate_pctg
income_tp_purch_inv_non_vat_pctg
income_tp_purch_inv_vat_pctg
income_tp_purch_inv_in_last_5d_pctg
income_tp_purch_inv_round_1000_pctg
vat_taxp_decl_flag
vat_decl_revised_flag
vat_tp_tot_sales
vat_tp_vat_on_purchases
vat_tp_vat_refund
vat_tp_vat_due
vat_tp_days
vat_day_tot_sales_avg
vat_late_filing_flag
vat_late_filing_days
business_income
income_tp_days
income_filing_days_lt_360
income_late_filing_days
income_late_filing_flag
income_day_avg
vat_tot_amnt_to_pay
vat_tax_to_pay
vat_tax_paid
vat_payment_late_days
vat_paid_on_time
vat_tax_paid_rate
vat_full_paid_flag
vat_outstanding_tax_amnt
income_tot_amnt_to_pay
income_tax_to_pay
income_tax_paid
income_payment_late_days
income_paid_on_time
income_tax_paid_rate
income_full_paid_flag
income_outstanding_tax_amnt
taxp_inv_forward_amount_sum
taxp_inv_forward_count
taxp_inv_reverse_amount_sum
taxp_inv_reverse_count
taxp_two_ways_trade_flag
inv_days_since_bus_reg
inv_after_bus_close_flag
inv_after_bus_update_flag
inv_days_since_last_bus_update
inv_days_since_bus_close
inv_days_since_lst_ebm_conn
inv_days_since_lst_ebm_reg
ebm_lst_conn_to_now_days
ebm_inactive_lt_30d
ebm_inactive_lt_90d
vat_tp_sales_inv_amnt_sum_minus_vat_tp_tot_sales
vat_tp_sales_inv_amnt_sum_gt_vat_tp_tot_sales_flag
vat_tp_sales_inv_amnt_sum_to_vat_tp_tot_sales_ratio
vat_tp_vat_on_purchases_minus_vat_tp_purch_inv_vat_amnt_sum
vat_tp_vat_on_purchases_gt_vat_tp_purch_inv_vat_amnt_sum_flag
vat_tp_vat_on_purchases_to_vat_tp_purch_inv_vat_amnt_sum_ratio
income_tp_inv_amnt_sum_minus_business_income
income_tp_inv_amnt_sum_gt_business_income_flag
income_tp_inv_amnt_sum_to_business_income_ratio
taxp_purch_to_taxp_sales_inv_amnt_sum_ratio
taxp_purch_minus_taxp_sales_inv_amnt_sum
taxp_purch_taxp_sales_inv_amnt_sum_diff_pctg
taxp_purch_to_taxp_sales_inv_vat_amnt_sum_ratio
taxp_purch_minus_taxp_sales_inv_vat_amnt_sum
taxp_purch_taxp_sales_inv_vat_amnt_sum_diff_pctg
taxp_purch_to_taxp_sales_inv_taxbl_amnt_sum_ratio
taxp_purch_minus_taxp_sales_inv_taxbl_amnt_sum
taxp_purch_taxp_sales_inv_taxbl_amnt_sum_diff_pctg
taxp_purch_to_taxp_sales_inv_exempt_amnt_sum_ratio
taxp_purch_minus_taxp_sales_inv_exempt_amnt_sum
taxp_purch_taxp_sales_inv_exempt_amnt_sum_diff_pctg
taxp_purch_to_taxp_sales_inv_zero_amnt_sum_ratio
taxp_purch_minus_taxp_sales_inv_zero_amnt_sum
taxp_purch_taxp_sales_inv_zero_amnt_sum_diff_pctg
taxp_purch_to_taxp_sales_inv_non_vat_amnt_sum_ratio
taxp_purch_minus_taxp_sales_inv_non_vat_amnt_sum
taxp_purch_taxp_sales_inv_non_vat_amnt_sum_diff_pctg
taxp_purch_to_taxp_sales_inv_count_ratio
taxp_purch_minus_taxp_sales_inv_count
taxp_purch_taxp_sales_inv_count_diff_pctg
vat_tp_purch_to_vat_tp_sales_inv_amnt_sum_ratio
vat_tp_purch_minus_vat_tp_sales_inv_amnt_sum
vat_tp_purch_vat_tp_sales_inv_amnt_sum_diff_pctg
vat_tp_purch_to_vat_tp_sales_inv_vat_amnt_sum_ratio
vat_tp_purch_minus_vat_tp_sales_inv_vat_amnt_sum
vat_tp_purch_vat_tp_sales_inv_vat_amnt_sum_diff_pctg
vat_tp_purch_to_vat_tp_sales_inv_taxbl_amnt_sum_ratio
vat_tp_purch_minus_vat_tp_sales_inv_taxbl_amnt_sum
vat_tp_purch_vat_tp_sales_inv_taxbl_amnt_sum_diff_pctg
vat_tp_purch_to_vat_tp_sales_inv_exempt_amnt_sum_ratio
vat_tp_purch_minus_vat_tp_sales_inv_exempt_amnt_sum
vat_tp_purch_vat_tp_sales_inv_exempt_amnt_sum_diff_pctg
vat_tp_purch_to_vat_tp_sales_inv_zero_amnt_sum_ratio
vat_tp_purch_minus_vat_tp_sales_inv_zero_amnt_sum
vat_tp_purch_vat_tp_sales_inv_zero_amnt_sum_diff_pctg
vat_tp_purch_to_vat_tp_sales_inv_non_vat_amnt_sum_ratio
vat_tp_purch_minus_vat_tp_sales_inv_non_vat_amnt_sum
vat_tp_purch_vat_tp_sales_inv_non_vat_amnt_sum_diff_pctg
vat_tp_purch_to_vat_tp_sales_inv_count_ratio
vat_tp_purch_minus_vat_tp_sales_inv_count
vat_tp_purch_vat_tp_sales_inv_count_diff_pctg
taxp_sales_inv_in_last_5d_amnt_sum_ratio
vat_tp_sales_inv_in_last_5d_amnt_sum_ratio
income_tp_inv_in_last_5d_amnt_sum_ratio
taxp_purch_inv_in_last_5d_amnt_sum_ratio
vat_tp_purch_inv_in_last_5d_amnt_sum_ratio
income_tp_purch_inv_in_last_5d_amnt_sum_ratio
import_cif
import_vat
export_cif
re_export_cif
export_vat
re_export_vat
